,time_zone,name,coordinates,code,country_code
5374,Pacific/Port_Moresby,Bamu,"{'lon': 143.23334, 'lat': -7.833333}",BMZ,PG
5375,America/Chicago,Marshall,"{'lon': -95.8175, 'lat': 44.447224}",MML,US
5376,America/New_York,Stow,"{'lon': -71.5, 'lat': 42.433334}",MMN,US
5377,America/Anchorage,Nenana,"{'lon': -149.11667, 'lat': 64.566666}",ENN,US
5378,Australia/Darwin,Croker Island,"{'lon': 132.53334, 'lat': -11.2}",CKI,AU
5379,America/Argentina/Catamarca,Rio Mayo,"{'lon': -70.25, 'lat': -45.666668}",ROY,AR
5380,America/Santo_Domingo,Constanza,"{'lon': -70.71667, 'lat': 18.9}",COZ,DO
5381,America/Chicago,Jackson,"{'lon': -95.01667, 'lat': 43.61667}",MJQ,US
5382,Asia/Manila,Ormoc,"{'lon': 124.566666, 'lat': 11.05}",OMC,PH
5383,Asia/Manila,Cagayan De Sulu,"{'lon': 118.495, 'lat': 7.013611}",CDY,PH
5384,America/Anchorage,Northeast Cape,"{'lon': -168.96889, 'lat': 63.32639}",OHC,US
5385,Africa/Bangui,Koumala,"{'lon': 21.25, 'lat': 8.5}",KOL,CF
5386,Europe/Oslo,Bodo,"{'lon': 14.367839, 'lat': 67.27262}",BOO,NO
5387,Africa/Maputo,Maganja Da Costa,"{'lon': 32.22, 'lat': -25.35}",MJS,MZ
5388,America/Chicago,Temple,"{'lon': -97.409164, 'lat': 31.150278}",TPL,US
5389,Asia/Krasnoyarsk,Abakan,"{'lon': 91.5, 'lat': 53.716667}",ABA,RU
5390,America/Chicago,Marks,"{'lon': -90.26667, 'lat': 34.266666}",MMS,US
5391,Europe/Moscow,Vladikavkaz,"{'lon': 44.6, 'lat': 43.2}",OGZ,RU
5392,Asia/Bangkok,Udon Thani,"{'lon': 102.774506, 'lat': 17.38661}",UTH,TH
5393,Asia/Seoul,Jinju,"{'lon': 128.08676, 'lat': 35.09263}",HIN,KR
5394,Europe/Skopje,Ohrid,"{'lon': 20.743055, 'lat': 41.185}",OHD,MK
5395,Australia/Melbourne,Horsham,"{'lon': 142.16667, 'lat': -36.666668}",HSM,AU
5396,America/Santiago,Puerto Varas,"{'lon': -72.94444, 'lat': -40.34028}",PUX,CL
5397,America/Montevideo,Melo,"{'lon': -54.2, 'lat': -32.333332}",MLZ,UY
5398,Asia/Shanghai,Zhongshan,"{'lon': 108.1675, 'lat': 22.61321}",ZGN,CN
5399,America/Menominee,Menominee,"{'lon': -87.63611, 'lat': 45.121666}",MNM,US
5400,Australia/Perth,Nicholson,"{'lon': 128.89583, 'lat': -18.050833}",NLS,AU
5401,America/Chicago,Humboldt,"{'lon': -95.95, 'lat': 40.166668}",HBO,US
5402,Australia/Brisbane,Roma,"{'lon': 148.77943, 'lat': -26.543552}",RMA,AU
5403,America/Anchorage,Old Harbor,"{'lon': -153.3, 'lat': 57.204166}",OLH,US
5404,America/Anchorage,Tanacross,"{'lon': -143.5, 'lat': 63.35}",TSG,US
5405,Australia/Darwin,Mountain Valley,"{'lon': 133.83333, 'lat': -14.116667}",MNV,AU
5406,America/Argentina/Tucuman,Tucuman,"{'lon': -65.2, 'lat': -26.833332}",TUC,AR
5407,Europe/Dublin,Shannon,"{'lon': -8.92039, 'lat': 52.69248}",SNN,IE
5408,America/New_York,Manassas,"{'lon': -77.51806, 'lat': 38.721943}",MNZ,US
5409,America/Winnipeg,Laurie River,"{'lon': -101.0, 'lat': 56.216667}",LRQ,CA
5410,America/Tegucigalpa,Las Limas,"{'lon': -87.89889, 'lat': 15.443056}",LLH,HN
5411,America/Toronto,Cornwall,"{'lon': -74.566666, 'lat': 45.1}",YCC,CA
5412,Africa/Cairo,Dabaa City,"{'lon': 28.46139, 'lat': 30.924444}",DBB,EG
5413,America/New_York,Utica,"{'lon': -75.232664, 'lat': 43.100903}",UCA,US
5414,Australia/Darwin,Macdonald Downs,"{'lon': 135.21666, 'lat': -22.45}",MNW,AU
5415,Europe/Stockholm,Visby,"{'lon': 18.338154, 'lat': 57.660446}",VBY,SE
5416,America/Sao_Paulo,Montes Claros,"{'lon': -43.817223, 'lat': -16.707779}",MOC,BR
5417,Australia/Adelaide,Port Pirie,"{'lon': 138.0, 'lat': -33.233334}",PPI,AU
5418,America/New_York,Wrightstown,"{'lon': -74.65017, 'lat': 40.155308}",WRI,US
5419,Africa/Ndjamena,Oum Hadjer,"{'lon': 19.616667, 'lat': 13.216667}",OUM,TD
5420,America/Phoenix,Havasupai,"{'lon': -112.66944, 'lat': 36.230556}",HAE,US
5421,Asia/Tokyo,Wajima,"{'lon': 136.9568, 'lat': 37.294678}",NTQ,JP
5422,Australia/Brisbane,Yam Island,"{'lon': 142.45, 'lat': -10.483333}",XMY,AU
5423,Europe/Prague,Olomouc,"{'lon': 17.2518721, 'lat': 49.5953879}",OLO,CZ
5424,Asia/Makassar,Maumere,"{'lon': 122.25, 'lat': -8.633333}",MOF,ID
5425,Asia/Rangoon,Mong Hsat,"{'lon': 99.26667, 'lat': 20.533333}",MOG,MM
5426,America/Chicago,Park Rapids,"{'lon': -95.07167, 'lat': 46.898335}",PKD,US
5427,Europe/Athens,Chania,"{'lon': 24.140373, 'lat': 35.5402}",CHQ,GR
5428,Asia/Tehran,Nazluy-ye Jonubi,"{'lon': 45.05877, 'lat': 37.662525}",OMH,IR
5429,Atlantic/Madeira,Porto Santo (Madeira),"{'lon': -16.345015, 'lat': 33.070023}",PXO,PT
5430,Asia/Rangoon,Keng Tung,"{'lon': 99.61667, 'lat': 21.3}",KET,MM
5431,Africa/Lagos,Benin City,"{'lon': 5.603863, 'lat': 6.316943}",BNI,NG
5432,Asia/Jayapura,Moanamani,"{'lon': 135.5, 'lat': -3.333333}",ONI,ID
5433,Asia/Rangoon,Henzada,"{'lon': 95.46667, 'lat': 17.633333}",HEB,MM
5434,Australia/Darwin,Oenpelli,"{'lon': 133.06667, 'lat': -12.333333}",OPI,AU
5435,America/Edmonton,Banff,"{'lon': -115.566666, 'lat': 51.166668}",YBA,CA
5436,America/Cuiaba,Sinop,"{'lon': -55.58156, 'lat': -11.878573}",OPS,BR
5437,Africa/Maseru,Matsaile,"{'lon': 28.75, 'lat': -29.733334}",MSG,LS
5438,Pacific/Tarawa,Makin Island,"{'lon': 174.0, 'lat': 3.0}",MTK,KI
5439,Africa/Windhoek,Opuwa,"{'lon': 13.833333, 'lat': -18.066668}",OPW,NA
5440,Europe/Berlin,Lueneburg,,ZOG,DE
5441,Asia/Karachi,Mirpur Khas,"{'lon': 69.03333, 'lat': 25.65}",MPD,PK
5442,America/Denver,Taos,"{'lon': -105.67528, 'lat': 36.459167}",TSM,US
5443,Asia/Bangkok,Narathiwat,"{'lon': 101.75, 'lat': 6.516667}",NAW,TH
5444,Pacific/Tarawa,Tamana Island,"{'lon': 175.98334, 'lat': -2.483333}",TMN,KI
5445,Australia/Sydney,Tibooburra,"{'lon': 142.06223, 'lat': -29.456944}",TYB,AU
5446,Pacific/Port_Moresby,Wapenamanda,"{'lon': 143.91667, 'lat': -5.616667}",WBM,PG
5447,America/New_York,Madison,"{'lon': -72.6, 'lat': 41.283333}",MPE,US
5448,Africa/Maputo,Nangade,"{'lon': 39.1, 'lat': -11.083333}",NND,MZ
5449,America/Cuiaba,Porto Dos Gauchos,"{'lon': -57.333332, 'lat': -11.516667}",PBV,BR
5450,Asia/Kolkata,Puttaparthi,"{'lon': 77.78333, 'lat': 14.133333}",PUT,IN
5451,Europe/Istanbul,Balikesir,"{'lon': 27.927778, 'lat': 39.61722}",BZI,TR
5452,Europe/Copenhagen,Maribo,"{'lon': 11.435, 'lat': 54.685833}",MRW,DK
5453,Australia/Perth,Norseman,"{'lon': 121.75, 'lat': -32.2}",NSM,AU
5454,America/Managua,Puerto Cabezas,"{'lon': -83.38361, 'lat': 14.045278}",PUZ,NI
5455,Australia/Melbourne,Mallacoota,"{'lon': 149.71666, 'lat': -37.6}",XMC,AU
5456,Europe/Helsinki,Kouvola,"{'lon': 0.0, 'lat': 0.0}",QVY,FI
5457,Australia/Brisbane,Cunnamulla,"{'lon': 145.6161, 'lat': -28.03139}",CMA,AU
5458,Asia/Karachi,Para Chinar,"{'lon': 70.1, 'lat': 33.9}",PAJ,PK
5459,America/Bogota,La Pedrera,"{'lon': -69.71667, 'lat': -1.3}",LPD,CO
5460,Pacific/Majuro,Namdrik Island,"{'lon': 168.11667, 'lat': 5.633333}",NDK,MH
5461,Asia/Karachi,Ormara,"{'lon': 64.583336, 'lat': 25.3}",ORW,PK
5462,America/Los_Angeles,Red Bluff,"{'lon': -122.27292, 'lat': 40.156555}",RBL,US
5463,Pacific/Port_Moresby,Habi,"{'lon': 142.49777, 'lat': -6.333056}",HBD,PG
5464,America/Santarem,Oriximina,"{'lon': -55.86667, 'lat': -1.75}",ORX,BR
5465,Europe/Istanbul,Mardin,"{'lon': 40.6317, 'lat': 37.2233}",MQM,TR
5466,America/Anchorage,Aleneva,"{'lon': -152.9, 'lat': 58.033333}",AED,US
5467,Europe/Moscow,Nalchik,"{'lon': 43.7, 'lat': 43.533333}",NAL,RU
5468,Asia/Seoul,Wonju,"{'lon': 127.95167, 'lat': 37.434166}",WJU,KR
5469,Pacific/Port_Moresby,Omora,"{'lon': 147.08333, 'lat': -7.833333}",OSE,PG
5470,Australia/Brisbane,Mareeba,"{'lon': 145.46666, 'lat': -17.0}",MRG,AU
5471,Asia/Vientiane,Ban Houei,"{'lon': 102.67083, 'lat': 18.936111}",OUI,LA
5472,Europe/Prague,Ostrava,"{'lon': 18.2902483, 'lat': 49.8412715}",OSR,CZ
5473,Pacific/Port_Moresby,Brahman,"{'lon': 145.36667, 'lat': -5.7}",BRH,PG
5474,America/Los_Angeles,Anacortes,"{'lon': -122.66111, 'lat': 48.49917}",OTS,US
5475,America/Anchorage,Glennallen,"{'lon': -145.55, 'lat': 62.11667}",GLQ,US
5476,America/Nassau,Chub Cay,"{'lon': -77.881386, 'lat': 25.4175}",CCZ,BS
5477,Europe/Berlin,Bielefeld,"{'lon': 8.55, 'lat': 52.016666}",BFE,DE
5478,America/Grand_Turk,Middle Caicos,"{'lon': -71.71667, 'lat': 21.783333}",MDS,TC
5479,Africa/Lubumbashi,Goma,"{'lon': 29.235, 'lat': -1.67}",GOM,CD
5480,Australia/Sydney,Mudgee,"{'lon': 149.61667, 'lat': -32.566666}",DGE,AU
5481,America/Denver,Imperial,"{'lon': -101.65, 'lat': 40.516666}",IML,US
5482,America/Bogota,Lamacarena,"{'lon': -73.9, 'lat': 3.316667}",LMC,CO
5483,America/Bogota,Urrao,"{'lon': -76.183334, 'lat': 6.333333}",URR,CO
5484,Africa/Nouakchott,Zouerate,"{'lon': -12.35, 'lat': 22.733334}",OUZ,MR
5485,America/Sao_Paulo,Lontras,"{'lon': -49.542778, 'lat': -27.159721}",LOI,BR
5486,America/Sitka,Labouchere Bay,"{'lon': -133.65834, 'lat': 56.291668}",WLB,US
5487,Australia/Perth,Margaret River,"{'lon': 115.1, 'lat': -33.933334}",MQZ,AU
5488,America/Mexico_City,Zamora,"{'lon': -102.26667, 'lat': 19.983334}",ZMM,MX
5489,Africa/Luanda,Namibe,"{'lon': 12.160833, 'lat': -15.208611}",MSZ,AO
5490,Australia/Perth,Wiluna,"{'lon': 120.21667, 'lat': -26.633333}",WUN,AU
5491,America/New_York,Coatesville,"{'lon': -75.833336, 'lat': 39.983334}",CTH,US
5492,Africa/Ouagadougou,Ouagadougou,"{'lon': -1.514283, 'lat': 12.355019}",OUA,BF
5493,Australia/Sydney,Moree,"{'lon': 149.85019, 'lat': -29.496346}",MRZ,AU
5494,Australia/Brisbane,Boigu Island,"{'lon': 142.21666, 'lat': -9.233333}",GIC,AU
5495,Pacific/Port_Moresby,Tetabedi,"{'lon': 148.43333, 'lat': -8.997222}",TDB,PG
5496,Europe/Istanbul,Mus,"{'lon': 41.625, 'lat': 38.725}",MSR,TR
5497,Indian/Maldives,Gan Island,"{'lon': 73.15654, 'lat': -0.690003}",GAN,MV
5498,Pacific/Port_Moresby,Komako,"{'lon': 145.88333, 'lat': -7.416667}",HOC,PG
5499,Asia/Aden,Taiz,"{'lon': 44.134346, 'lat': 13.685553}",TAI,YE
5500,Europe/Amsterdam,Maastricht,"{'lon': 5.6909725, 'lat': 50.8513682}",MST,NL
5501,America/Denver,Vail,"{'lon': -106.3741955, 'lat': 39.6402638}",EGE,US
5502,America/Anchorage,Yes Bay,"{'lon': -131.83333, 'lat': 55.916668}",WYB,US
5503,America/New_York,Monticello,"{'lon': -74.795, 'lat': 41.70139}",MSV,US
5504,America/Montreal,Nemiscau,"{'lon': -76.74167, 'lat': 49.74167}",YNS,CA
5505,America/New_York,Marathon,"{'lon': -81.05139, 'lat': 24.719444}",MTH,US
5506,Africa/Lagos,Lagos,"{'lon': 3.321178, 'lat': 6.577871}",LOS,NG
5507,Atlantic/Cape_Verde,Mosteiros,"{'lon': -24.433332, 'lat': 15.0}",MTI,CV
5508,Pacific/Port_Moresby,Tsewi,"{'lon': 146.03334, 'lat': -6.966667}",TSW,PG
5509,Pacific/Port_Moresby,Gnarowein,"{'lon': 146.25, 'lat': -6.566667}",GWN,PG
5510,Europe/Madrid,Asturias,"{'lon': -6.032094, 'lat': 43.55891}",OVD,ES
5511,America/Chicago,Jackson,"{'lon': -88.915276, 'lat': 35.60139}",MKL,US
5512,America/New_York,Montvale,"{'lon': -74.01667, 'lat': 41.033333}",QMV,US
5513,Australia/Adelaide,Pandie Pandie,"{'lon': 138.66667, 'lat': -26.0}",PDE,AU
5514,Africa/Abidjan,Daloa,"{'lon': -6.466667, 'lat': 6.866944}",DJO,CI
5515,Australia/Brisbane,Mitchell,"{'lon': 147.96666, 'lat': -26.583332}",MTQ,AU
5516,Africa/Lusaka,Mansa,"{'lon': 28.866667, 'lat': -11.125}",MNS,ZM
5517,America/Araguaina,Arraias,"{'lon': -46.933334, 'lat': -12.916667}",AAI,BR
5518,Europe/Helsinki,Kittila,"{'lon': 24.859028, 'lat': 67.695946}",KTT,FI
5519,America/Asuncion,Puerto Leda,"{'lon': -58.026943, 'lat': -20.616667}",PBT,PY
5520,America/Bogota,Medina,"{'lon': -73.28333, 'lat': 4.516667}",MND,CO
5521,Asia/Shanghai,Xiamen,"{'lon': 118.1275, 'lat': 24.536882}",XMN,CN
5522,Asia/Aden,Dhala,"{'lon': 44.729168, 'lat': 13.7375}",DHL,YE
5523,Asia/Jerusalem,Masada,"{'lon': 35.75, 'lat': 33.233334}",MTZ,IL
5524,America/Montreal,Kangiqsualujjuaq,"{'lon': -65.98333, 'lat': 58.5}",XGR,CA
5525,Europe/Madrid,Sevilla,"{'lon': -5.9962951, 'lat': 37.38264}",SVQ,ES
5526,America/Detroit,Escanaba,"{'lon': -87.08667, 'lat': 45.720554}",ESC,US
5527,America/Los_Angeles,Oroville,"{'lon': -121.61667, 'lat': 39.5}",OVE,US
5528,America/Tegucigalpa,Juticalpa,"{'lon': -86.29305, 'lat': 14.673333}",JUT,HN
5529,Australia/Adelaide,Lock,"{'lon': 135.75, 'lat': -33.55}",LOC,AU
5530,Asia/Manila,Pagadian,"{'lon': 123.4575, 'lat': 7.826667}",PAG,PH
5531,America/New_York,Chincoteague,"{'lon': -75.38333, 'lat': 37.933334}",WAL,US
5532,Pacific/Fiji,Pacific Harbor,"{'lon': 178.05, 'lat': -18.2}",PHR,FJ
5533,Africa/Windhoek,Karasburg,"{'lon': 18.733334, 'lat': -28.0}",KAS,NA
5534,Africa/Libreville,Manega,"{'lon': 10.216667, 'lat': -1.733333}",MGO,GA
5535,America/Juneau,Cape Spencer,,CSP,US
5536,Pacific/Honolulu,Kamuela,"{'lon': -155.67334, 'lat': 20.0125}",MUE,US
5537,Africa/Windhoek,Oshakati,"{'lon': 15.8, 'lat': -17.783333}",OHI,NA
5538,America/Whitehorse,Macmillan Pass,"{'lon': -135.91667, 'lat': 62.86667}",XMP,CA
5539,America/Bogota,Mariquita,"{'lon': -74.88333, 'lat': 5.216667}",MQU,CO
5540,Australia/Brisbane,South Galway,"{'lon': 142.11667, 'lat': -25.683332}",ZGL,AU
5541,Australia/Adelaide,Parndana,"{'lon': 138.08333, 'lat': -35.916668}",PDN,AU
5542,Asia/Phnom_Penh,Sihanoukville,"{'lon': 103.5, 'lat': 10.633333}",KOS,KH
5543,America/Curacao,Curacao,"{'lon': -68.95706, 'lat': 12.184615}",CUR,CW
5544,America/Panama,Changuinola,"{'lon': -82.45, 'lat': 9.45}",CHX,PA
5545,America/Fortaleza,Pinheiro,"{'lon': -45.083332, 'lat': -2.516667}",PHI,BR
5546,Asia/Shanghai,Qiemo,"{'lon': 85.53333, 'lat': 38.13333}",IQM,CN
5547,Asia/Kuching,Marudi,"{'lon': 114.316666, 'lat': 4.183333}",MUR,MY
5548,America/Phoenix,Grand Canyon West,"{'lon': -113.9495, 'lat': 36.07211}",GCW,US
5549,America/New_York,Mount Union,"{'lon': -77.88333, 'lat': 40.38333}",MUU,US
5550,Asia/Shanghai,Xingtai,"{'lon': 114.5, 'lat': 37.1}",XNT,CN
5551,Africa/Brazzaville,Mouyondzi,"{'lon': 13.919444, 'lat': -3.983333}",MUY,CG
5552,Europe/Madrid,Jerez De La Frontera,"{'lon': -6.1371725, 'lat': 36.6865618}",XRY,ES
5553,Africa/Tripoli,Kufrah,"{'lon': 23.333332, 'lat': 24.2}",AKF,LY
5554,America/Jamaica,Mandeville,"{'lon': -77.49528, 'lat': 18.021667}",MVJ,JM
5555,America/Cancun,Playa Del Carmen,"{'lon': -87.1, 'lat': 20.6}",PCM,MX
5556,America/Vancouver,Prince George,"{'lon': -122.776584, 'lat': 53.91848}",YXS,CA
5557,Africa/Ouagadougou,Zabre,"{'lon': -1.0, 'lat': 11.133333}",XZA,BF
5558,Africa/Bamako,Mopti,"{'lon': -4.085, 'lat': 14.508333}",MZI,ML
5559,America/Belize,Dangriga,"{'lon': -88.566666, 'lat': 17.183332}",DGA,BZ
5560,America/Denver,Monument Valley Gldngs,"{'lon': -110.20278, 'lat': 37.001945}",GMV,US
5561,America/New_York,Statesboro,"{'lon': -81.73556, 'lat': 32.490276}",TBR,US
5562,America/Sao_Paulo,Catalao,"{'lon': -47.95, 'lat': -18.166668}",TLZ,BR
5563,Africa/Algiers,In Guezzam,"{'lon': 5.866667, 'lat': 19.616667}",INF,DZ
5564,America/New_York,Schenectady,"{'lon': -73.9395687, 'lat': 42.8142432}",SCH,US
5565,America/Anchorage,Palmer,"{'lon': -149.11667, 'lat': 61.6}",PAQ,US
5566,Africa/Tunis,Tabarka,"{'lon': 8.876389, 'lat': 36.978333}",TBJ,TN
5567,America/Bogota,Mitu,"{'lon': -70.05, 'lat': 1.133333}",MVP,CO
5568,Asia/Kolkata,Diu,"{'lon': 70.916664, 'lat': 20.716667}",DIU,IN
5569,Africa/Luanda,Saurimo,"{'lon': 20.55, 'lat': -9.75}",VHC,AO
5570,America/Chicago,Pine Bluff,"{'lon': -91.935555, 'lat': 34.175556}",PBF,US
5571,Africa/Mogadishu,Burao,"{'lon': 45.55417, 'lat': 9.5225}",BUO,SO
5572,America/Bahia,Mucuri,"{'lon': -39.566666, 'lat': -18.083332}",MVS,BR
5573,America/Cuiaba,Porto Alegre Do Norte,"{'lon': -51.684444, 'lat': -10.860833}",PBX,BR
5574,Africa/Libreville,Nkan,"{'lon': 9.983333, 'lat': 0.7}",NKA,GA
5575,Europe/Paris,Megeve,"{'lon': 6.65, 'lat': 45.816666}",MVV,FR
5576,America/Edmonton,Lethbridge,"{'lon': -112.791664, 'lat': 49.631943}",YQL,CA
5577,America/Vancouver,Tumbler Ridge,"{'lon': -121.083336, 'lat': 55.1}",TUX,CA
5578,America/Montreal,Riviere Au Tonnerre,"{'lon': -64.75, 'lat': 50.283333}",YTN,CA
5579,America/Chicago,Philip,"{'lon': -101.666664, 'lat': 44.333332}",PHP,US
5580,Asia/Vientiane,Phongsaly,"{'lon': 101.90583, 'lat': 21.645832}",PCQ,LA
5581,Africa/Dar_es_Salaam,Mwadui,"{'lon': 33.6, 'lat': -3.55}",MWN,TZ
5582,Pacific/Auckland,Oamaru,"{'lon': 171.0819, 'lat': -44.97028}",OAM,NZ
5583,Asia/Tokyo,Shirahama,"{'lon': 135.35806, 'lat': 33.66139}",SHM,JP
5584,America/Los_Angeles,Rancho,"{'lon': -117.11667, 'lat': 33.566666}",RBK,US
5585,Asia/Phnom_Penh,Mundulkiri,"{'lon': 107.190834, 'lat': 12.460556}",MWV,KH
5586,Africa/Libreville,Bitam,"{'lon': 11.490833, 'lat': 2.075833}",BMM,GA
5587,Africa/Maseru,Lesobeng,"{'lon': 27.666668, 'lat': -29.666668}",LES,LS
5588,America/Anchorage,Coldfoot,"{'lon': -150.16667, 'lat': 67.26667}",CXF,US
5589,America/Denver,Monticello,"{'lon': -109.36667, 'lat': 37.88333}",MXC,US
5590,America/Chicago,Picayune,"{'lon': -89.683334, 'lat': 30.433332}",PCU,US
5591,America/New_York,Fort Jefferson,"{'lon': -82.86667, 'lat': 24.616667}",RBN,US
5592,America/Los_Angeles,Pacific City,"{'lon': -123.95, 'lat': 45.233334}",PFC,US
5593,Europe/Sofia,Plovdiv,"{'lon': 24.716667, 'lat': 42.3}",PDV,BG
5594,Asia/Manila,Tawitawi,"{'lon': 119.74403, 'lat': 5.044958}",TWT,PH
5595,America/Bogota,Pereira,"{'lon': -75.736534, 'lat': 4.815945}",PEI,CO
5596,America/Anchorage,May Creek,"{'lon': -142.91667, 'lat': 61.416668}",MYK,US
5597,Africa/Nairobi,Lodwar,"{'lon': 35.6, 'lat': 3.15}",LOK,KE
5598,America/Chicago,Yankton,"{'lon': -97.38639, 'lat': 42.916943}",YKN,US
5599,America/Anchorage,Point Hope,"{'lon': -166.8, 'lat': 68.35}",PHO,US
5600,Europe/Rome,Peschiei,"{'lon': 15.730556, 'lat': 41.701668}",PEJ,IT
5601,America/Denver,Cody,"{'lon': -109.0275, 'lat': 44.515835}",COD,US
5602,Asia/Manila,Cotabato,"{'lon': 124.21464, 'lat': 7.161412}",CBO,PH
5603,Asia/Kabul,Bost,"{'lon': 64.36667, 'lat': 31.55}",BST,AF
5604,Australia/Perth,Myroodah,"{'lon': 124.26667, 'lat': -18.116667}",MYO,AU
5605,Africa/Algiers,Boussaada,"{'lon': 4.15, 'lat': 35.166668}",BUJ,DZ
5606,Australia/Darwin,Peppimenarti,"{'lon': 130.1, 'lat': -14.15}",PEP,AU
5607,Australia/Sydney,Coolah,"{'lon': 149.7, 'lat': -31.833332}",CLH,AU
5608,Africa/Lubumbashi,Kalemie,"{'lon': 29.245277, 'lat': -5.878333}",FMI,CD
5609,America/Anchorage,Paf Warren,"{'lon': -156.83333, 'lat': 58.666668}",PFA,US
5610,Asia/Vientiane,Xayabury,"{'lon': 104.71667, 'lat': 18.666668}",XAY,LA
5611,America/Denver,Torrington,"{'lon': -104.183334, 'lat': 42.066666}",TOR,US
5612,America/Bogota,Girardot,"{'lon': -74.8, 'lat': 4.3}",GIR,CO
5613,America/New_York,Anacostia,"{'lon': -77.0, 'lat': 38.86667}",NDV,US
5614,America/Denver,Limon,"{'lon': -103.683334, 'lat': 39.266666}",LIC,US
5615,Africa/Tripoli,Zwara,"{'lon': -55.38333, 'lat': 51.216667}",WAX,LY
5616,Pacific/Port_Moresby,Pangia,"{'lon': 144.2, 'lat': -6.3}",PGN,PG
5617,America/New_York,Easton,"{'lon': -76.06778, 'lat': 38.802776}",ESN,US
5618,Asia/Ho_Chi_Minh,Phu Vinh,"{'lon': 106.333336, 'lat': 9.95}",PHU,VN
5619,Europe/Paris,Clermont-Ferrand,"{'lon': 3.163893, 'lat': 45.78032}",CFE,FR
5620,Africa/Johannesburg,Phalaborwa,"{'lon': 31.15611, 'lat': -23.93361}",PHW,ZA
5621,Asia/Tokyo,Amami O Shima,"{'lon': 129.70793, 'lat': 28.431522}",ASJ,JP
5622,Asia/Dushanbe,Sabetta,"{'lon': 72.096111, 'lat': 71.25}",SBT,RU
5623,Asia/Jayapura,Namlea,"{'lon': 127.1, 'lat': -3.3}",NAM,ID
5624,America/Los_Angeles,Roche Harbor,"{'lon': -123.166664, 'lat': 48.583332}",RCE,US
5625,America/Montreal,Quaqtaq,"{'lon': -69.63333, 'lat': 61.333332}",YQC,CA
5626,Europe/Helsinki,Kuusamo,"{'lon': 29.233889, 'lat': 65.99028}",KAO,FI
5627,Asia/Kolkata,Mysore,"{'lon': 76.65, 'lat': 12.3}",MYQ,IN
5628,Asia/Shanghai,Guyuan,"{'lon': 43.9, 'lat': 40.833332}",GYU,CN
5629,Australia/Sydney,Coonabarabran,"{'lon': 149.27194, 'lat': -31.337221}",COJ,AU
5630,America/Boa_Vista,Pitinga,"{'lon': -51.716667, 'lat': -24.75}",PIG,BR
5631,America/Manaus,Parintins,"{'lon': -56.770027, 'lat': -2.669208}",PIN,BR
5632,Africa/Luanda,Ndalatandos,"{'lon': 14.833333, 'lat': -9.333333}",NDF,AO
5633,America/Caracas,Ciudad Guayana,"{'lon': -62.734444, 'lat': 8.305}",CGU,VE
5634,America/New_York,Laconia,"{'lon': -71.42111, 'lat': 43.57139}",LCI,US
5635,Europe/Athens,Porto Kheli,"{'lon': 23.147223, 'lat': 37.301388}",PKH,GR
5636,Asia/Manila,Laoag,"{'lon': 120.53413, 'lat': 18.182407}",LAO,PH
5637,Europe/Tallinn,Kardla,"{'lon': 22.8, 'lat': 58.983334}",KDL,EE
5638,Pacific/Port_Moresby,Menyamya,"{'lon': 146.01666, 'lat': -7.2}",MYX,PG
5639,America/Santiago,Santiago,"{'lon': -70.55, 'lat': -33.4166667}",SCL,CL
5640,America/Guayaquil,Tarapoa,"{'lon': -76.78333, 'lat': -1.416667}",TPC,EC
5641,America/Argentina/Cordoba,Eldorado,"{'lon': -54.733334, 'lat': -26.5}",ELO,AR
5642,America/Bahia,Ipiau,"{'lon': -39.733334, 'lat': -14.133333}",IPU,BR
5643,Africa/Blantyre,Monkey Bay,"{'lon': 34.533333, 'lat': -14.1}",MYZ,MW
5644,Asia/Makassar,Melangguane,"{'lon': 126.7, 'lat': 4.05}",MNA,ID
5645,America/Sao_Paulo,Braganca Paulista,"{'lon': -46.566666, 'lat': -22.95}",BJP,BR
5646,America/Lima,Pisco,"{'lon': -76.21667, 'lat': -13.75}",PIO,PE
5647,America/Grand_Turk,North Caicos,"{'lon': -71.98333, 'lat': 21.933332}",NCA,TC
5648,America/Phoenix,Marana,"{'lon': -111.333336, 'lat': 32.516666}",MZJ,US
5649,Europe/Paris,Poitiers,"{'lon': 0.340375, 'lat': 46.580224}",PIS,FR
5650,Asia/Tehran,Gorgon,"{'lon': 54.410515, 'lat': 36.90851}",GBT,IR
5651,America/Phoenix,Payson,"{'lon': -111.34167, 'lat': 34.261112}",PJB,US
5652,America/Bogota,Capurgana,"{'lon': -77.333336, 'lat': 8.633333}",CPB,CO
5653,Africa/Johannesburg,Mkuze,"{'lon': 32.05, 'lat': -27.633333}",MZQ,ZA
5654,America/Edmonton,Grande Prairie,"{'lon': -118.873604, 'lat': 55.177074}",YQU,CA
5655,Asia/Makassar,Naha,"{'lon': 125.36667, 'lat': 3.716667}",NAH,ID
5656,Asia/Tokyo,Monbetsu,"{'lon': 143.38333, 'lat': 44.266666}",MBE,JP
5657,Indian/Comoro,Anjouan,"{'lon': 44.42972, 'lat': -12.126389}",AJN,KM
5658,Asia/Kuala_Lumpur,Redang,"{'lon': 103.00694, 'lat': 5.765278}",RDN,MY
5659,America/Santiago,Castro,"{'lon': -73.8, 'lat': -42.4666667}",WCA,CL
5660,Asia/Manila,Ipil,"{'lon': 122.583336, 'lat': 7.783333}",IPE,PH
